customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0864-IIFKV,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1000.72,Yes
0865-XVADM,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.96,214.44,Yes
0866-WMMBI,Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,72.89,1899.31,No
0867-XHGDR,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,896.16,No
0868-CFLLU,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.56,532.63,No
0869-HVVAD,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.23,970.01,No
0870-UKCMY,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.55,1451.57,No
0871-QVVJU,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.03,1729.99,No
0872-LOUJN,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),38.96,1471.87,Yes
0873-MEFXB,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.87,972.96,Yes
0874-VQDNJ,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),43.27,3018.22,No
0875-CYCOF,Female,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,46.86,2556.09,No
0876-QLVTX,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.98,243.72,No
0877-KYDZZ,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.85,4229.03,No
0878-FATWP,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.64,189.89,Yes
0879-OQHZL,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.66,3419.2,Yes
0880-VUJOI,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.72,4285.14,No
0881-BEFGU,Female,1,No,Yes,46,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.76,3321.46,No
0882-YAWZG,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,166.05,No
0883-TYLPP,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.4,981.97,No
0884-KUDMG,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.61,1064.91,No
0885-DOSIK,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.02,1539.27,No
0886-HAWYX,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.31,2622.83,Yes
0887-HMVDH,Female,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.01,2931.4,Yes
0888-CIBBM,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,74.75,2084.5,Yes
0889-OWLZD,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,70.0,2126.65,No
0890-ZHIWE,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.55,4167.99,Yes
0891-XTRKO,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,748.31,No
0892-VIQZL,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.76,5759.49,Yes
0893-GJYZY,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,39.08,171.75,Yes
0894-JMSKM,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.14,171.24,Yes
0895-UHHDO,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.18,551.47,Yes
0896-KKAQO,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.37,793.91,No
0897-TFXVY,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.3,1554.3,No
0898-OINRZ,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.36,3056.26,Yes
0899-QRETT,Male,1,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.05,3725.95,Yes
0900-IKXVA,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.96,1142.95,Yes
0901-RFBOZ,Female,1,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.61,1108.29,No
0902-UNEFF,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,79.38,365.75,No
0903-VRNJN,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,40.25,499.16,No
0904-MCFHL,Male,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.74,3002.19,No
0905-MKLAQ,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.9,1934.0,Yes
0906-PKMRK,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.33,1059.2,No
0907-LFIPD,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),56.34,1208.06,No
0908-CPXZY,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.21,61.9,Yes
0909-LKEYR,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,58.67,1978.69,No
0910-SWWFV,Female,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.93,18.8,No
0911-RZFDL,Female,0,Yes,No,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.33,1085.04,No
0912-SBQKK,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.19,1778.83,Yes
0913-UPBBW,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.85,1245.17,Yes
0914-HMJHD,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.65,845.35,Yes
0915-OAKGQ,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.77,826.39,No
0916-TXRVV,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.62,1536.42,No
0917-LIEJD,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.09,3091.22,Yes
0918-EJKUX,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.08,1242.27,Yes
0919-JHBWH,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.66,128.03,Yes
0920-PVEYC,Female,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,51.31,1956.56,No
0921-LMMJD,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,46.79,2654.43,No
0922-IVXWB,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.91,1634.43,Yes
0923-SAYGQ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,75.66,3976.5,No
0924-CTTUC,Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.66,5193.3,Yes
0925-CQGZN,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.22,1319.68,No
0926-QRMTT,Male,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.58,6115.18,No
0927-URDAR,Female,0,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,44.33,1810.14,No
0928-AZZMT,Male,1,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.57,1917.38,No
0929-TWJKI,Male,0,No,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.33,3189.47,No
0930-IEZAQ,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.72,906.8,No
0931-VBXMI,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1108.89,No
0932-DEKXS,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,59.93,1682.48,No
0933-UCLZS,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),79.49,4284.6,No
0934-SMGOW,Male,1,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.33,2217.16,No
0935-GZHEU,Male,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.25,1357.54,Yes
0936-NDWJT,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.92,3555.86,Yes
0937-ORTMH,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.17,18.8,Yes
0938-IPSPG,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.1,295.17,No
0939-NNYDZ,Female,1,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,64.43,3660.86,No
0940-OCEAC,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.18,1049.84,No
0941-OXHDB,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,67.99,4085.65,No
0942-XXJDC,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.04,714.7,No
0943-BYQWU,Male,0,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.75,1392.37,No
0944-XTWME,Female,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,74.39,2162.77,No
0945-UIYYV,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.3,1729.34,Yes
0946-FEYJH,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),60.02,3964.29,No
0947-GGFUT,Male,0,No,Yes,30,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.95,1250.77,Yes
0948-CSVOD,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.07,2076.53,No
0949-LFSDO,Female,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.99,1736.44,No
0950-IEMWZ,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),59.55,2394.29,No
0951-REYPS,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,72.37,3098.98,No
0952-NYPOV,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,562.77,No
0953-DGPXV,Male,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,172.61,No
0954-UVUHQ,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.36,2669.75,Yes
0955-PWJJB,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.96,2069.35,No
0956-IQKJV,Male,0,No,Yes,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,42.3,1561.47,No
0957-YQDPT,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),69.65,4591.19,No
0958-OYUEF,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.92,1335.06,No
0959-QAYSD,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.63,1411.93,Yes
0960-QIXBH,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.43,829.34,No
0961-OGFAO,Female,0,Yes,No,18,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,48.69,834.92,No
0962-WZGYQ,Male,0,No,Yes,28,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.46,1194.62,No
0963-BIIMF,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.81,2986.98,No
0964-FTTUC,Female,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.03,848.41,No
0965-QQLPO,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,75.56,4218.37,Yes
0966-MWAQC,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,63.35,1023.06,No
0967-ZODDR,Female,1,No,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),47.25,2076.69,No
0968-QSKTC,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.29,2708.0,Yes
0969-HNZAN,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.02,841.16,No
0970-BWDXS,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.37,4292.14,No
0971-FYAQH,Female,1,No,No,67,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,59.77,3963.72,No
0972-SUAEP,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,450.92,No
0973-FHMPC,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.66,1923.67,Yes
0974-SLPKJ,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.23,5502.2,No
0975-YTDLW,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,44.14,2413.29,No
0976-BXVSY,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.17,51.09,Yes
0977-EHGNX,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,83.19,94.88,No
0978-WCRPW,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.06,2064.06,Yes
0979-SSRTP,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.81,924.6,Yes
0980-HAQLU,Female,0,No,Yes,65,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),49.34,3203.56,No
0981-KELQF,Female,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.5,970.2,No
0982-AEYNE,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.12,1890.41,No
0983-VXARP,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,61.6,3934.88,No
0984-ISVEB,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.88,1579.88,Yes
0985-OGDAM,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,45.02,786.94,Yes
0986-TVGOW,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.56,368.9,No
0987-NWSVX,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,56.56,1359.62,Yes
0988-TXRJI,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.52,551.25,Yes
0989-YHZJQ,Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.69,2993.83,No
0990-BFZEI,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,61.71,1004.75,No
0991-ERZTI,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.65,1726.48,No
0992-QQLGC,Male,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,65.59,1167.57,No
0993-JBYCP,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.78,2334.4,No
0994-BXJFV,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1323.63,Yes
0995-ZKWGO,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,69.77,1337.34,Yes
0996-FTIVT,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,93.18,4461.2,Yes
0997-LSTCO,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,74.33,4081.31,No
0998-BUBVC,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.64,1152.97,No
0999-FOJIA,Male,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.2,1427.62,Yes
1000-PFIDB,Male,0,Yes,No,36,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,45.8,1616.9,No
1001-DASZY,Female,0,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,89.12,3500.86,No
1002-JUOVS,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,50.19,2295.45,Yes
1003-PUXVD,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,87.38,5191.24,No
1004-BYMAQ,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.6,18.8,No
1005-MDGQI,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.85,3368.13,Yes
1006-DSAJD,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,634.11,No
1007-IMNJF,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),79.99,1182.76,No
1008-PFQJR,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.65,245.76,No
1009-VRCTU,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,76.67,2291.71,No
1010-YOODI,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.62,2551.14,No
1011-ZSXQK,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,55.5,1354.25,No
1012-YIJRT,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.66,4379.5,No
1013-MHGQU,Female,1,No,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,31.4,745.01,Yes
1014-WOTOA,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,48.96,3232.9,No
1015-YNEKP,Female,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.32,2635.88,No
1016-BHKRC,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.63,2849.3,Yes
